-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0.983333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,39.9643,71.2847,100.266,105.675,40.9897,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,70.9573,3.676,0,0,58.3833,6.746,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,30.3017,51.2927,15.5863,0,36.088,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,9.04033,9.05133,31.8223,41.2783,15.6847,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0.482333,0.507333,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
