-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2.62733,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,39.566,56.2397,70.13,99.704,95.1627,68.9277,0.516667,-1,-1,-1,-1,-1,-1
-1,-1,-1,62.3773,0,12.6947,0.658333,0,81.8097,1.62767,-1,-1,-1,-1,-1,-1
-1,-1,0.817333,43.537,57.331,171.083,0,0,111.949,5.53433,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3.693,63.4787,0,0,91.9083,0.905,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2.25567,55.259,99.0487,70.172,62.8137,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0.533,2.41567,3.61833,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
