0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,17.9664,30.9718,85.6223,96.5249,54.9295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,34.3187,0,0,0,81.0933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,54.4525,0,0,0,121.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,65.1928,0,0,0,88.6714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,77.642,0,0,0,80.7995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,73.8842,0,0,0,70.6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,75.9273,0,0,0,81.6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,77.1053,0,0,0,77.7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,75.4013,0,0,0,77.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,75.7481,0,0,0,75.2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,76.5238,0,0,0,78.1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,74.7707,0,0,0,75.7957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,86.6143,0,0,0,74.2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,68.2411,0,0,0,75.5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,92.2923,0,0,0,77.1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6.85903,77.5793,0,0,0,61.8102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.987881,0,0,0,0,60.9427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7.26011,82.0095,0,0,0,61.7538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,93.9409,0,0,0,79.8482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,73.3725,0,0,0,86.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,90.3271,0,0,0,71.5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,82.4493,0,0,0,106.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,83.9072,0,0,0,123.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,85.2145,0,0,0,158.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.6737,25.3239,37.8174,51.1675,57.6599,61.5468,60.8296,63.2384,71.6668,62.7859,113.871,5.60384,0,0,92.0443,81.4552,67.9295,52.4386,60.4886,53.4065,59.5294,58.3282,59.4187,59.2716,62.5967,60.6662,52.2523,56.5746,0
0,19.3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.138,0
0,14.5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.87,0
0,5.44158,9.47866,31.4561,44.9371,60.3085,63.1267,69.3083,70.2969,73.5632,80.924,86.0814,81.2117,91.1593,100.817,96.0554,53.3804,50.0091,57.4626,55.6825,59.3761,57.9384,56.6023,58.6988,55.9431,58.73,52.1901,42.6176,26.0161,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
