-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0.403,0.42,-1,0.448333,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,41.5893,62.9663,131.011,120.054,53.0993,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,65.0747,16.3607,0,0,91.889,2.60133,-1,-1,-1,-1,-1,-1,-1
-1,-1,0.859333,41.134,69.154,0,0,108.668,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6.40333,21.8957,92.011,70.342,30.348,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
